me,code,taxonomy,description,bin.length,GC,prop.gc,coverage,num.contigs,num.features,longest.contig,RP.Inventory.max.55,RP.multiple,BSCG.Inventory.max.51,BSCG.multiple,ASCG.Inventory.max.38,ASCG.multiple,curation.status,completion.status,domain,phylum,class,order,genus,species,misc,drep.filt,drep.set,drep.prim.clust,drep.sec.clust,R1.16,R1.18,R2.16,R2.18,R3.16,R3.18,mean.16,mean.18,afe.mean,afe.median,lower.ci,upper.ci,ci.range,phylum.afe.order,site,sample,cov,rel.abund,gtdb.domain,gtdb.phylum,gtdb.class,gtdb.order,gtdb.family,gtdb.genus,gtdb.species
A3-18-all-fractions_conc_47,A3-18-all-fractions_Burkholderia_graminis_63_8,"Burkholderia graminis, Burkholderia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",NA,5614995,63.25,0.6325,7.78,1225,5953,26974,43,2,47,6,12,1,Uncurated genome,near complete,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderia,Burkholderiagraminis,Bacteria,1,1,254,254_5,1.720535298,1.742194692,1.720207585,1.730471369,1.719646149,1.738956344,1.720129677,1.737207468,0.251431732,0.252686631,0.151858254,0.32040145,0.168543196,270,A,A3-18,2.148903454,0.020979997,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__Paraburkholderia graminis
A2-18-all-fractions_metab_conc_25,A2-18-all-fractions_Burkholderiales_71_16,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",NA,7203094,70.54,0.7054,16.15,714,7009,70288,25,4,25,7,10,0,Uncurated genome,partial,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unknown,unknown,unknown,1,NA,246,246_1,1.725322986,1.744345338,1.723600289,1.73656399,1.723853327,1.742933279,1.724258868,1.741280869,0.251636054,0.251287522,0.191449935,0.281734298,0.090284363,1298,A,A2-18,1.362939251,0.011869448,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Vitreoscilla_A,s__
A2-16-all-fractions_metab_conc_44,A2-16-all-fractions_Burkholderia_graminis_63_13,"Burkholderia graminis, Burkholderia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",NA,6750721,63.28,0.6328,13.41,564,6440,129653,20,2,23,2,12,1,Uncurated genome,partial,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderia,Burkholderiagraminis,Bacteria,1,1,254,254_1,1.720581771,1.742303525,1.7202438,1.73057122,1.719686028,1.739091638,1.720170533,1.737322128,0.253079248,0.253772746,0.152796651,0.321315415,0.168518764,268,A,A2-16,1.408253101,0.010234713,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__Paraburkholderia graminis
A3-18-all-fractions_metab_conc_92,A3-18-all-fractions_Burkholderiales_69_34,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",NA,6689467,68.95,0.6895,34.31,785,6681,67541,42,13,42,14,13,3,Uncurated genome,megabin,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unknown,unknown,unknown,1,1,247,247_2,1.724339286,1.74454277,1.722828448,1.73628598,1.723055822,1.743381852,1.723407852,1.741403534,0.264945089,0.265785844,0.198826823,0.300265081,0.101438258,267,A,A3-18,4.957021509,0.048395984,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Vitreoscilla_A,s__
A3-16-all-fractions_metab_conc_75,A3-16-all-fractions_Burkholderiales_69_50,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",NA,6497424,68.88,0.6888,49.52,877,6638,57944,26,6,26,7,10,2,Uncurated genome,partial,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unknown,unknown,unknown,1,1,247,247_3,1.724366989,1.744666721,1.722853613,1.736363987,1.723038864,1.743398831,1.723419822,1.741476513,0.265400727,0.266684777,0.199604412,0.300769046,0.101164634,266,A,A3-16,5.003073849,0.044328161,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Vitreoscilla_A,s__
A2-16-all-fractions_metab_conc_14,A2-16-all-fractions_Burkholderiales_69_27,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",NA,6200158,69.02,0.6902,27.25,980,6428,50845,21,3,22,6,10,2,Uncurated genome,partial,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unknown,unknown,unknown,1,1,247,247_1,1.724354914,1.744660805,1.722866485,1.736393396,1.723066549,1.743434004,1.723429316,1.741496068,0.266254604,0.266832498,0.199847687,0.30087549,0.101027803,265,A,A2-16,2.431973525,0.017674771,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Vitreoscilla_A,s__
A1-18-all-fractions_conc_47,A1-18-all-fractions_Bacteria_53_8,Bacteria,NA,3933936,52.8,0.528,7.63,719,4284,29489,43,1,44,2,7,1,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,NA,17,17_1,1.71620233,1.735404227,1.715441222,1.729092971,1.713250869,1.735298672,1.714964807,1.73326529,0.270650977,0.271547636,0.20251217,0.327478688,0.124966518,1728,A,A1-18,1.524804409,0.013653747,d__Bacteria,p__Bdellovibrionota,c__Bacteriovoracia,o__UBA1018,f__UBA1018,g__,s__
A3-18-all-fractions_metab_138,A3-18-all-fractions_Bdellovibrioles_52_11,"Bdellovibrioles, Bdellovibrio, Bacteria",NA,3974026,52.49,0.5249,11.07,240,3917,101839,48,2,50,1,11,1,Uncurated genome,near complete,Bacteria,Bdellovibrio,Bdellovibriounknownles,unknown,unknown,unknown,unknown,1,1,17,17_1,1.716054214,1.735358459,1.715374208,1.729173304,1.712848644,1.735242481,1.714759022,1.733258081,0.273654016,0.27452572,0.204704914,0.332694799,0.127989885,222,A,A3-18,1.766966369,0.0172511,d__Bacteria,p__Bdellovibrionota,c__Bacteriovoracia,o__UBA1018,f__UBA1018,g__,s__
A1-18-all-fractions_metab_conc_67,A1-18-all-fractions_Propionibacteriales_68_10,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,3216090,67.68,0.6768,9.7,237,3350,54460,49,2,49,4,14,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,1,202,202_1,1.724031406,1.74505161,1.722592319,1.73708733,1.722744527,1.746298384,1.723122751,1.742812441,0.289890635,0.290847531,0.214179917,0.348003697,0.13382378,39,A,A1-18,2.248082491,0.020130286,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__,s__
A1-16-all-fractions_metab_conc_25,A1-16-all-fractions_Massilia_66_14,"Massilia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",NA,4416742,65.55,0.6555,13.68,224,4080,103450,18,0,19,3,10,2,Uncurated genome,partial,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Massilia,unknown,unknown,1,1,259,259_0,1.730300118,1.74990782,1.730959828,1.745347373,1.730252176,1.756641845,1.730504041,1.750632346,0.294851786,0.296048216,0.211557083,0.388197194,0.17664011,283,A,A1-16,1.070998997,0.011636717,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__
A1-18-all-fractions_metab_maxbC_14,A1-18-all-fractions_Bdellovibrioles_51_17,"Bdellovibrioles, Bdellovibrio, Bacteria",NA,4215251,50.96,0.5096,16.69,74,4060,521090,47,1,50,0,10,1,Uncurated genome,near complete,Bacteria,Bdellovibrio,Bdellovibriounknownles,unknown,unknown,unknown,unknown,1,1,15,15_1,1.715617676,1.73481156,1.715165388,1.732451196,1.711414146,1.734989947,1.714065737,1.734084234,0.296464071,0.297186983,0.256453988,0.350539626,0.094085638,221,A,A1-18,4.117865383,0.036873117,d__Bacteria,p__Bdellovibrionota,c__Bacteriovoracia,o__UBA1018,f__UBA1018,g__,s__
A1-16-all-fractions_metab_conc_63,A1-16-all-fractions_Sphingomodales_65_31,"Sphingomodales, Alphaproteobacteria, Proteobacteria, Bacteria",NA,2605267,65.04,0.6504,30.97,200,2796,84967,35,0,36,0,10,1,Uncurated genome,partial,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomounknowndales,unknown,unknown,unknown,1,NA,234,234_1,1.729249675,1.753667021,1.730616695,1.7416958,1.72600134,1.754605894,1.72862257,1.749989572,0.313052386,0.314606504,0.162940139,0.42181143,0.25887129,1349,A,A1-16,2.303958174,0.025033179,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_A,s__
A1-16-all-fractions_metab_conc_5,A1-16-all-fractions_Burkholderiales_69_37,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",NA,6390465,68.77,0.6877,37.15,779,6434,200375,27,4,27,7,10,1,Uncurated genome,partial,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unknown,unknown,unknown,1,1,248,248_1,1.733875068,1.757555305,1.734397523,1.749711113,1.73265827,1.760822095,1.73364362,1.756029504,0.327481021,0.328673573,0.224739155,0.413741496,0.189002341,275,A,A1-16,2.32649494,0.025278048,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Vitreoscilla_A,s__
A1-16-all-fractions_metab_maxbC_52,A1-16-all-fractions_Propionibacteriales_68_40,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,3003296,67.74,0.6774,40.31,95,3018,513203,47,0,45,1,14,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,unknown,unknown,unknown,1,NA,202,202_1,1.733431348,1.759172351,1.734464703,1.754800595,1.731593088,1.767056052,1.733163046,1.760342999,0.397637831,0.399164985,0.298428927,0.521281541,0.222852614,553,A,A1-16,3.04676447,0.033103987,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__,s__
H2-16-all-fractions_metab_conc_41,H2-16-all-fractions_Actinobacteria_74_12,"Actinobacteria, Actinobacteria, Bacteria",NA,3538615,74.08,0.7408,11.9,330,3779,52399,36,0,38,4,10,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,167,167_2,1.738650128,1.729368132,1.739764255,1.727611544,1.741529447,1.729295181,1.739981277,1.728758286,-0.16361558,-0.16419182,-0.178827613,-0.13589912,0.042928493,209,H,H2-16,0.455311556,0.002769222,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__,f__,g__,s__
H2-16-all-fractions_metab_18,H2-16-all-fractions_Solirubrobacterales_72_22,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2586745,71.95,0.7195,22.24,49,2747,248527,47,1,50,0,11,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unknown,unknown,unknown,1,NA,163,163_1,1.735758697,1.727960359,1.739386572,1.726169123,1.739402806,1.727820556,1.738182692,1.727316679,-0.158037705,-0.159128281,-0.193430126,-0.114362944,0.079067182,1169,H,H2-16,1.09666449,0.006669954,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__QHBW01,s__
H2-16-all-fractions_metab_123,H2-16-all-fractions_Actinobacteria_72_22,"Actinobacteria, Actinobacteria, Bacteria",NA,2386429,72.24,0.7224,22.21,482,2936,23313,31,2,33,5,11,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,108,108_0,1.735258883,1.728973131,1.737980505,1.727130468,1.739526195,1.729134083,1.737588527,1.728412561,-0.133504666,-0.134424825,-0.158913537,-0.092207773,0.066705764,199,H,H2-16,0.794527381,0.004832345,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__,s__
H2-16-all-fractions_metab_maxb_130,H2-16-all-fractions_Actinobacteria_69_13,"Actinobacteria, Actinobacteria, Bacteria",NA,2700963,68.71,0.6871,12.56,236,2864,57226,43,6,43,8,13,3,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,95,95_1,1.729935339,1.728609962,1.734511359,1.725470946,1.734981249,1.72812493,1.733142649,1.727401946,-0.082745077,-0.08431031,-0.132666435,-0.019501112,0.113165323,1055,H,H2-16,0.681196417,0.004143062,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
H2-16-all-fractions_metab_conc_77,H2-16-all-fractions_Actinobacteria_71_48,"Actinobacteria, Actinobacteria, Bacteria",NA,3438692,71.07,0.7107,48.24,697,4172,28917,46,3,48,6,15,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,149,149_1,1.734158401,1.732355799,1.736258286,1.728845621,1.738418568,1.732407526,1.736278418,1.731202982,-0.073276851,-0.074408145,-0.108674207,-0.02645925,0.082214957,180,H,H2-16,2.714663834,0.016510687,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
H2-16-all-fractions_metab_conc_54,H2-16-all-fractions_Actinobacteria_70_18,"Actinobacteria, Actinobacteria, Bacteria",NA,2222060,70.32,0.7032,18.26,97,2374,92210,39,1,38,1,8,0,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,164,164_0,1.733836561,1.731657122,1.736019655,1.729275379,1.737582605,1.731787162,1.73581294,1.730906554,-0.071027606,-0.071948207,-0.098887614,-0.031996145,0.066891469,178,H,H2-16,0.939844484,0.005716169,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
H2-16-all-fractions_metab_conc_10,H2-16-all-fractions_Actinobacteria_71_19,"Actinobacteria, Actinobacteria, Bacteria",NA,7844085,71.32,0.7132,19.49,458,7756,69185,20,2,25,4,10,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,193,193_1,1.734155618,1.731802552,1.736871275,1.731445514,1.73817375,1.73221818,1.736400215,1.731822082,-0.066491446,-0.067113011,-0.087216435,-0.034539366,0.052677069,1021,H,H2-16,0.993189638,0.006040616,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Palsa-504,s__
H2-16-all-fractions_metab_conc_47,H2-16-all-fractions_Alphaproteobacteria_65_18,"Alphaproteobacteria, Proteobacteria, Bacteria",NA,7132915,65.07,0.6507,17.66,859,7267,49909,37,3,38,3,8,2,Uncurated genome,partial,Bacteria,Proteobacteria,Alphaproteobacteria,unknown,unknown,unknown,unknown,1,1,58,58_1,1.721456674,1.723860702,1.729811626,1.722790971,1.727871543,1.723330123,1.726379947,1.723327265,-0.04306903,-0.045005925,-0.103300714,0.035544137,0.138844851,336,H,H2-16,1.209984443,0.007359171,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Rhodopila,s__
H2-16-all-fractions_metab_conc_135,H2-16-all-fractions_Actinobacteria_70_20,"Actinobacteria, Actinobacteria, Bacteria",NA,2995253,70.36,0.7036,19.94,89,3179,162170,41,0,46,0,11,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,111,111_1,1.732455239,1.732854178,1.736341546,1.733520925,1.737157715,1.733823451,1.735318167,1.733399518,-0.027489293,-0.028143486,-0.048856491,0.005861465,0.054717956,932,H,H2-16,1.099337674,0.006686213,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__,g__,s__
H2-16-all-fractions_metab_63,H2-16-all-fractions_Actinobacteria_69_71,"Actinobacteria, Actinobacteria, Bacteria",NA,2929297,68.64,0.6864,70.73,20,3136,389836,45,1,50,1,13,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,116,116_1,1.731081208,1.733723857,1.733499572,1.729070066,1.735697773,1.731715053,1.733426184,1.731502992,-0.026806593,-0.02824014,-0.065040072,0.038857197,0.10389727,148,H,H2-16,4.674530576,0.02843067,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__Palsa-739,s__
H2-16-all-fractions_metab_conc_58,H2-16-all-fractions_Actinobacteria_69_24,"Actinobacteria, Actinobacteria, Bacteria",NA,2730315,69.39,0.6939,24.08,132,2973,74623,16,0,23,0,12,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,121,121_1,1.730350805,1.732842174,1.736887481,1.731758489,1.73564609,1.73313405,1.734294792,1.732578238,-0.023641147,-0.025193549,-0.075164895,0.036648706,0.111813602,924,H,H2-16,1.344119117,0.008174983,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__3-1-20CM-4-69-9,s__
H2-16-all-fractions_maxb_conc_24,H2-16-all-fractions_Ktedonobacter_racemifer_50_14,"Ktedonobacter racemifer, Ktedonobacter, Ktedonobacterales, Ktedonobacteria, Chloroflexi, Bacteria",NA,5457381,50.47,0.5047,13.86,1121,5725,26338,26,1,27,7,12,2,Uncurated genome,partial,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacter,Ktedonobacterracemifer,Bacteria,1,1,10,10_3,1.712136724,1.713811066,1.718135079,1.712785546,1.715375555,1.714485256,1.715215786,1.713693956,-0.021134096,-0.022577186,-0.079228412,0.024884447,0.104112859,223,H,H2-16,1.125594923,0.00684591,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__UBA11361,s__
H2-16-all-fractions_metab_conc_119,H2-16-all-fractions_Actinobacteria_73_28,"Actinobacteria, Actinobacteria, Bacteria",NA,6865070,72.86,0.7286,27.78,323,6689,190486,21,0,23,3,14,3,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,192,192_1,1.738129849,1.737154546,1.738358709,1.73775622,1.74030038,1.73881037,1.738929646,1.737907045,-0.015043147,-0.014969357,-0.02179435,-0.008822443,0.012971907,136,H,H2-16,1.296602662,0.007885986,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__QHCA01,g__,s__
H2-16-all-fractions_metab_conc_19,H2-16-all-fractions_Actinobacteria_69_35,"Actinobacteria, Actinobacteria, Bacteria",NA,2300719,69.19,0.6919,35.27,109,2573,148774,40,0,40,0,12,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,122,122_1,1.730383349,1.734144575,1.734904488,1.731725615,1.735574792,1.732953295,1.733620876,1.732941161,-0.008567269,-0.009979896,-0.046639189,0.055327407,0.101966596,131,H,H2-16,2.115026716,0.012863672,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__3-1-20CM-4-69-9,s__
H2-16-all-fractions_metab_134,H2-16-all-fractions_Actinobacteria_71_32,"Actinobacteria, Actinobacteria, Bacteria",NA,2342015,70.58,0.7058,31.92,41,2521,240630,18,0,23,0,11,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,117,117_1,1.731189262,1.736181815,1.735906483,1.730611259,1.736868723,1.73637976,1.734654823,1.734390945,-0.00178518,-0.003872159,-0.077646343,0.073407616,0.15105396,855,H,H2-16,1.780819667,0.010831012,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__Palsa-739,s__
H2-16-all-fractions_metab_114,H2-16-all-fractions_Bacteria_70_8,Bacteria,NA,4340102,69.91,0.6991,8.11,1214,5045,31606,30,8,32,10,10,3,Uncurated genome,partial,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,284,284_0,1.731804816,1.73492232,1.736793443,1.734743586,1.736537415,1.735337335,1.735045225,1.73500108,0.000403122,-0.000647627,-0.030042331,0.045821185,0.075863515,406,H,H2-16,0.339559425,0.002065213,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__
H1-16-all-fractions_metab_maxb_54,H1-16-all-fractions_Actinobacteria_74_10,"Actinobacteria, Actinobacteria, Bacteria",NA,3405348,74.38,0.7438,10.21,533,3775,33956,18,0,22,3,10,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,167,167_3,1.72609038,1.726499576,1.72669735,1.727047863,1.728729282,1.729258453,1.727172337,1.727601964,0.00630233,0.006332061,0.005167469,0.007792174,0.002624705,208,H,H1-16,0.658040374,0.004898034,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__,f__,g__,s__
H1-18-all-fractions_metab_maxb_28,H1-18-all-fractions_Actinobacteria_74_12,"Actinobacteria, Actinobacteria, Bacteria",NA,3823048,73.93,0.7393,11.9,428,4121,50391,24,0,27,4,11,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,167,167_1,1.72587858,1.726328372,1.726480097,1.726916054,1.728502445,1.729051448,1.726953707,1.727431958,0.007048783,0.007049551,0.006427891,0.008085213,0.001657321,207,H,H1-18,0.671829872,0.004892829,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__,f__,g__,s__
H3-16-all-fractions_metab_128,H3-16-all-fractions_Solirubrobacterales_72_0,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2599202,71.92,0.7192,0,54,2763,314438,47,3,50,2,11,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unknown,unknown,unknown,1,NA,163,163_1,1.724355025,1.725206743,1.725303233,1.725799698,1.727212679,1.727998822,1.725623646,1.726335088,0.010498398,0.010494601,0.007324805,0.012573079,0.005248273,1167,H,H3-16,1.959097601,0.012377228,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__QHBW01,s__
H3-18-all-fractions_metab_39,H3-18-all-fractions_Solirubrobacterales_72_24,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2650210,71.83,0.7183,23.74,63,2772,244949,47,1,50,1,12,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unknown,unknown,unknown,1,NA,163,163_1,1.72430619,1.725168825,1.725253808,1.725762364,1.727172942,1.727965278,1.725577647,1.726298822,0.010616125,0.010638451,0.007503395,0.012734571,0.005231175,1166,H,H3-18,2.097950887,0.016715155,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__QHBW01,s__
H1-18-all-fractions_metab_conc_86,H1-18-all-fractions_Conexibacter_woesei_72_14,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,3022353,71.77,0.7177,13.86,124,3164,111240,47,0,49,2,12,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacter,Conexibacterwoesei,Bacteria,1,1,154,154_1,1.724326804,1.725182943,1.728843445,1.728880401,1.72713757,1.728408486,1.726769273,1.72749061,0.010624776,0.010633481,0.000544131,0.01873102,0.018186888,210,H,H1-18,1.241718315,0.009043234,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__
