isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,cytidine,Nucleotides,NaN,0.011328452682425275,NaN,6.100531972134309e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,cytidine,Nucleotides,NaN,0.006720045557865912,NaN,2.180697111213531e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,cytidine,Nucleotides,0.4293955013266415,0.009095191793972704,7.015862018236883e-10,9.323127029427508e-10
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,cytidine,Nucleotides,0.4172979913953798,0.009921066754537161,7.805132684681292e-10,1.089887393359649e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,cytidine,Nucleotides,0.4839913359194661,0.012835816812137978,1.1224189166586772e-9,1.196681851773521e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,cytidine,Nucleotides,0.4586428350507523,0.01781883984699191,1.6520551608950515e-9,1.9422897471764147e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,cytidine,Nucleotides,0.47500591504161294,0.009869069958963222,7.591601674390528e-10,8.390566936330672e-10
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,cytidine,Nucleotides,NaN,0.00033020418562770625,NaN,1.6287769325398016e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,cytidine,Nucleotides,0.4981529474905715,0.005529659383573943,2.790115535693256e-10,2.899808269799082e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,cytidine,Nucleotides,NaN,0.014589693224458022,NaN,6.543722087025291e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,cytidine,Nucleotides,NaN,0.011312713792370942,NaN,5.032541806243257e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,cytidine,Nucleotides,NaN,0.015481998730587239,NaN,5.317790189856176e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,cytidine,Nucleotides,0.5181575569101804,0.017642371478555893,1.6098349791585719e-9,1.491375305948391e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,cytidine,Nucleotides,NaN,0.00811316084358957,NaN,7.88273187299024e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,cytidine,Nucleotides,0.41927359886920124,0.00864754687987904,6.649097183003551e-10,9.209631469131041e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,cytidine,Nucleotides,0.47564439224189725,0.011889074582516292,1.0200679478216328e-9,1.1245685591958059e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,cytidine,Nucleotides,0.22372112739584982,0.006850362924968181,1.4793120582479233e-10,7.943725344355814e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,cytidine,Nucleotides,0.48458094161383225,0.007299204483647782,5.184881862493048e-10,5.515836345783398e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,cytidine,Nucleotides,0.1511065624577227,0.006185171954408411,2.0137291839705728e-10,1.2580727781724374e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,cytidine,Nucleotides,0.5158313463874209,0.06778042129657921,7.80292164014037e-9,6.576578435314085e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,cytidine,Nucleotides,NaN,0.0022923771922503254,NaN,1.6478503913448984e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,cytidine,Nucleotides,NaN,0.0031557411775186076,NaN,2.800920864228954e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,cytidine,Nucleotides,NaN,0.01366129532624659,NaN,4.709021354530091e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,cytidine,Nucleotides,NaN,0.007781122989882946,NaN,2.6365835983476543e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,cytidine,Nucleotides,0.5273646187808189,0.005652404558962266,3.2911460842754457e-10,2.988844384492478e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,cytidine,Nucleotides,NaN,0.0016866065291294417,NaN,5.042415094606424e-11
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,cytidine,Nucleotides,0.44571018345403124,0.07639143328692627,9.86881932649895e-9,8.398673986283325e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,cytidine,Nucleotides,0.23454869095656103,0.005119582160537751,2.38446182223733e-10,8.073797927143238e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,cytidine,Nucleotides,NaN,0.014009333275492331,NaN,1.407899308077589e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,rhamnose,Sugars,0.6292225559382235,0.022554723937378188,2.3219606633977153e-9,1.311501714816924e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,rhamnose,Sugars,0.3992250658265389,0.1081574910795643,1.9959955008820297e-8,1.4701445080499659e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,rhamnose,Sugars,0.5033137071954451,0.04805039882574778,5.7976675025537745e-9,4.686600264678055e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,rhamnose,Sugars,0.5971505826918522,0.012903433388193015,1.1511075462653964e-9,7.762641533568572e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,rhamnose,Sugars,0.6219861743499975,0.020561067118776425,2.0450816033965564e-9,1.2191509518013036e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,rhamnose,Sugars,0.6141968068715287,0.01683826325658227,1.5932731642666545e-9,9.962545696614189e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,rhamnose,Sugars,0.49295817391025204,0.09509253870333415,1.4595804787493025e-8,9.176759910685942e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,rhamnose,Sugars,0.6538843796685014,0.06313562216730696,7.914994821496502e-9,3.069444172089118e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,rhamnose,Sugars,0.5278340729958353,0.105677669568029,1.6092337869610135e-8,7.131224033909159e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,rhamnose,Sugars,0.590431981623267,0.08483428821991168,1.2009118686273032e-8,4.103411606305716e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,rhamnose,Sugars,0.5102697979407264,0.01044571443682995,8.774887709289097e-10,8.421688577131528e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,rhamnose,Sugars,0.6533902927865879,0.04823414832598652,5.752167449490871e-9,2.4052329106377495e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,rhamnose,Sugars,0.5124769645029055,0.06207653343395163,8.37821710225181e-9,5.294531550237309e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,rhamnose,Sugars,0.49745715966666565,0.06953904916438498,9.554128357759283e-9,6.193643217901032e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,rhamnose,Sugars,0.5274790771972493,0.053094877432866526,6.4268855584682625e-9,4.574660660595299e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,rhamnose,Sugars,0.5065728077245697,0.0958313409912897,1.4273438781064538e-8,7.711295662815239e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,rhamnose,Sugars,0.5601490600836305,0.08336383498765448,1.2086375694800341e-8,4.928098237047976e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,rhamnose,Sugars,0.5524001997546361,0.021052846061410852,2.1903521867691124e-9,1.6501777967724317e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,rhamnose,Sugars,0.6584538347873783,0.06354552855506047,8.695961428737649e-9,2.1008120357379237e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,rhamnose,Sugars,0.6145925082223649,0.059761775454487534,7.511111908896598e-9,3.4587559509917198e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,rhamnose,Sugars,0.6144102654462755,0.05588653939739985,7.227084536032616e-9,3.0144699604590543e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,rhamnose,Sugars,0.6561185311947618,0.06017256634775732,7.57542906269737e-9,2.875272400437926e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,rhamnose,Sugars,0.5684614139131128,0.11751592074540551,1.8080686204645556e-8,6.373333267886777e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,rhamnose,Sugars,0.4816998961459978,0.05548654315643505,8.257623832624047e-9,5.2134355685558325e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,rhamnose,Sugars,0.4990215346880449,0.04095693293701684,4.5604458548979645e-9,4.263072621789663e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,rhamnose,Sugars,0.5130467617705798,0.03378005141738733,3.616015791906424e-9,3.2808770565600463e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,rhamnose,Sugars,0.4451986849334665,0.03844141912059899,4.581347032077233e-9,4.579565400981517e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,rhamnose,Sugars,0.5724646669239873,0.040413911167396135,4.746931602895963e-9,2.858349224073828e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,rhamnose,Sugars,0.42508351796461874,0.11375568971705044,4.172691583054836e-8,1.6263614404484122e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,rhamnose,Sugars,0.5143374297369299,0.10264484892835869,1.352396122815505e-8,9.767444101856524e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,rhamnose,Sugars,0.5662253106276348,0.011566332403388136,1.0056741124522003e-9,7.703515327280913e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,rhamnose,Sugars,0.443030744104162,0.014499412982319054,1.3360966335183468e-9,1.6772097239495974e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,rhamnose,Sugars,0.6527343043575946,0.047626470555416106,5.8027953722299645e-9,2.263763786484187e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,rhamnose,Sugars,0.6584272625352889,0.06463980526986086,8.418300067711894e-9,2.6725021802807875e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,rhamnose,Sugars,0.6553278987601272,0.04957432762687005,6.137201763325764e-9,1.6689170274593065e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,rhamnose,Sugars,0.6405012242846949,0.026481562784413416,2.9423407813178647e-9,1.3549949606297186e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,rhamnose,Sugars,0.4710451710778875,0.18305922309336553,3.0244964150188556e-8,1.6578641100255637e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,rhamnose,Sugars,0.4315289811815617,0.058360808521758824,8.013192684949906e-9,7.562691928521862e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,rhamnose,Sugars,0.39332945822925336,0.012625454161192083,1.1279917094664893e-9,1.738882957210582e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,deoxyguanosine,Nucleotides,NaN,0.011913070490200548,NaN,4.3033870768432103e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,deoxyguanosine,Nucleotides,0.365567834523109,0.041051141761544216,4.5132848588465646e-9,7.2320713744090165e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,deoxyguanosine,Nucleotides,0.4451368117381348,0.010864286963880997,8.871245806715455e-10,1.1058041612914146e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,deoxyguanosine,Nucleotides,NaN,0.012949705415702752,NaN,4.4484241628585877e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,deoxyguanosine,Nucleotides,NaN,0.01403973574473176,NaN,4.906958621529711e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,deoxyguanosine,Nucleotides,NaN,0.0026591155209910416,NaN,1.1297512912356352e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,deoxyguanosine,Nucleotides,0.3871127370295855,0.009570621082525496,7.326807026344508e-10,1.1600120729311798e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,deoxyguanosine,Nucleotides,0.6382768164723622,0.0190713773853445,1.8131869047224573e-9,1.0231802382934116e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,deoxyguanosine,Nucleotides,0.43976448170878285,0.010536075205795789,8.431822863927725e-10,1.0741688936987324e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,deoxyguanosine,Nucleotides,0.47357574493925714,0.007123375724911743,4.849317194381651e-10,5.394282776931153e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,deoxyguanosine,Nucleotides,NaN,0.011328373535405558,NaN,6.100471372977571e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,deoxyguanosine,Nucleotides,NaN,0.006720029201717468,NaN,2.1806883821170924e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,deoxyguanosine,Nucleotides,0.42939327725415,0.009095010690652609,7.01566003612856e-10,9.32294362939226e-10
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,deoxyguanosine,Nucleotides,0.4172957967644362,0.009920857086190124,7.804898609509718e-10,1.089864616059082e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,deoxyguanosine,Nucleotides,0.4839898214650201,0.012835544737192943,1.122387776050695e-9,1.1966568075384016e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,deoxyguanosine,Nucleotides,0.45864253138658273,0.01781855392224209,1.652043123208949e-9,1.942258891697852e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,deoxyguanosine,Nucleotides,0.4750028228656549,0.009868801394620201,7.591302419078318e-10,8.390340356827897e-10
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,deoxyguanosine,Nucleotides,NaN,0.00033020418562770625,NaN,1.6287769325398016e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,deoxyguanosine,Nucleotides,0.4981433222175061,0.005529476029330255,2.789911023385606e-10,2.899710582452282e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,deoxyguanosine,Nucleotides,NaN,0.014589607032094824,NaN,6.543665663165746e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,deoxyguanosine,Nucleotides,NaN,0.011312645666793845,NaN,5.032498151382565e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,deoxyguanosine,Nucleotides,NaN,0.015481931374027985,NaN,5.317753698566434e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,deoxyguanosine,Nucleotides,0.5181563598659308,0.01764111638220433,1.6097557510579414e-9,1.4912696102991758e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,deoxyguanosine,Nucleotides,NaN,0.00811309096186303,NaN,7.882649324629998e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,deoxyguanosine,Nucleotides,0.41927233924501894,0.00864745833304041,6.648997865516963e-10,9.209542484393576e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,deoxyguanosine,Nucleotides,0.47564377271833963,0.011888983657343906,1.020057518401208e-9,1.1245601894459258e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,deoxyguanosine,Nucleotides,0.22370937933921883,0.006850231470565756,1.4791608396095698e-10,7.943553525151026e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,deoxyguanosine,Nucleotides,0.4845763463632343,0.007298971414092674,5.184622160352549e-10,5.515661665111629e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,deoxyguanosine,Nucleotides,0.1511034719743056,0.00618510782953801,2.013657524893347e-10,1.2580598663363481e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,deoxyguanosine,Nucleotides,0.5158388390953148,0.06807206025349462,7.804930724249291e-9,6.607924537680682e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,deoxyguanosine,Nucleotides,NaN,0.0022923603277373904,NaN,1.6478413964735513e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,deoxyguanosine,Nucleotides,NaN,0.0031557224966925917,NaN,2.800900245479332e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,deoxyguanosine,Nucleotides,NaN,0.013661214018955838,NaN,4.708978512705947e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,deoxyguanosine,Nucleotides,NaN,0.007781091845687,NaN,2.6365669677880027e-10
