,BGE,BP,BR,rgrowth,xenzyme,rGco2,rMco2,rXco2,jEX,jDE,jDEco2,jD,jED,jV,jE,dreserve,response,isolate,class,phylum,mingt,rrn,genomesize,kM,alphaenz,gV0,kE,yEV,NSB,KD,yDE,monomer,ontology,eta
605,0.295575686,1.51E-10,4.14E-10,0.005327336,1.49E-05,3.34E-07,5.31E-09,9.30E-10,2.59E-09,3.45E-07,1.08E-07,4.53E-07,2.75E-09,1.64E-07,2.75E-09,0.005987767,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,5.01,4,6069513,8.51E-05,0.002789973,0.259778595,1.232718085,1.359773371,1.87E-09,0.00153955,0.237777778,cis-aconitic acid,Organic acids,0.163794081
607,0.444985384,1.33E-09,1.66E-09,0.015187762,4.69E-05,0.000426919,6.99E-07,1.32E-06,2.57E-06,0.001266382,0.000395052,0.001661434,2.04E-06,0.000634916,2.04E-06,0.011490396,undefined,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,1.82,6,4034872,3.58E-06,0.003085924,0.321573906,2.021099712,1.51268153,7.85E-09,0.001785126,0.237777778,cis-aconitic acid,Organic acids,0.163794081
609,0.375646306,7.63E-10,1.27E-09,0.009524856,1.62E-05,9.96E-06,4.23E-08,1.69E-08,2.62E-08,2.00E-06,6.25E-07,2.63E-06,5.74E-08,3.32E-07,5.74E-08,0.012049211,positive,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,4.36,8,7485871,0.000341132,0.001696574,0.264536854,1.339486862,1.643835616,5.46E-09,0.002241988,0.237777778,cis-aconitic acid,Organic acids,0.163794081
610,0.398559899,7.79E-10,1.18E-09,0.009726108,1.35E-05,6.89E-06,1.51E-08,9.53E-09,1.64E-08,1.65E-06,5.16E-07,2.17E-06,4.72E-08,2.89E-07,4.72E-08,0.010851572,positive,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,3.83,7,6657122,0.000142938,0.001384077,0.269708105,1.441204817,1.580239892,5.29E-09,0.002044401,0.237777778,cis-aconitic acid,Organic acids,0.163794081
611,0.316322474,5.79E-10,1.25E-09,0.007764327,2.27E-05,1.57E-06,2.01E-10,4.59E-09,5.26E-09,2.86E-07,8.93E-08,3.76E-07,8.55E-09,5.00E-08,8.55E-09,0.013783123,undefined,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,6.28,12,4684622,1.03E-05,0.002923702,0.253460556,1.066517473,1.872678994,4.97E-09,0.001663321,0.237777778,cis-aconitic acid,Organic acids,0.163794081
613,0.264031604,1.42E-09,3.94E-09,0.016266248,0.000162662,0.000292911,2.37E-05,2.93E-06,2.08E-06,0.000544164,0.000169754,0.000713918,8.86E-07,0.000260977,8.86E-07,0.01837112,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,1.36E-08,0.003809339,0.237777778,cis-aconitic acid,Organic acids,0.163794081
614,0.460340326,9.04E-09,9.35E-09,0.07707125,0.000117479,0.000674999,2.71E-05,1.03E-06,1.60E-06,0.001786441,0.000557286,0.002343728,3.23E-06,0.001076205,3.23E-06,0.053937753,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,0.96,8,6208105,0.000110284,0.001524297,0.434182184,2.431609475,1.643835616,4.97E-08,0.009825519,0.237777778,cis-aconitic acid,Organic acids,0.163794081
615,0.569784418,2.87E-09,2.07E-09,0.027154023,5.04E-05,0.000161372,0.000290454,3.00E-07,1.12E-06,0.001224831,0.00038209,0.001606921,3.15E-06,0.000942096,3.15E-06,0.036814875,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,7.05,3,8179139,0.000779474,0.001857236,0.250785955,0.985893885,1.268776278,1.28E-08,0.004434563,0.237777778,cis-aconitic acid,Organic acids,0.163794081
616,0.328100171,4.50E-10,9.22E-10,0.006573794,1.38E-05,3.21E-06,1.20E-08,6.74E-09,9.56E-09,8.28E-07,2.58E-07,1.09E-06,2.13E-08,1.82E-07,2.13E-08,0.012140462,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,7.49,9,6646877,0.000166234,0.002098048,0.249514533,0.945063193,1.704336196,3.87E-09,0.001933772,0.237777778,cis-aconitic acid,Organic acids,0.163794081
619,0.53633371,9.38E-10,8.10E-10,0.010982247,4.47E-05,3.09E-07,6.55E-12,1.26E-09,4.67E-09,2.42E-07,7.54E-08,3.17E-07,6.91E-09,4.39E-08,6.91E-09,0.013283471,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,6.3,3,2934896,3.83E-07,0.004072804,0.253382415,1.064257172,1.268776278,4.78E-09,0.001472525,0.237777778,cis-aconitic acid,Organic acids,0.163794081
620,0.576010297,2.31E-09,1.54E-09,0.021996877,4.52E-05,0.000287475,1.55E-07,5.91E-07,2.20E-06,0.001362063,0.0004249,0.001786963,3.42E-06,0.001506401,3.42E-06,0.028228153,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,6.78,3,2785891,2.60E-07,0.002055932,0.25165153,1.012740988,1.268776278,1.02E-08,0.001682505,0.237777778,cis-aconitic acid,Organic acids,0.163794081
621,0.399874036,1.19E-08,8.43E-09,0.080202172,0.000141,0.000907395,4.58E-08,1.60E-06,1.72E-06,0.001890147,0.000589638,0.002479785,3.89E-06,0.001826623,3.89E-06,0.062556013,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,7.63E-08,0.003932056,0.237777778,cis-aconitic acid,Organic acids,0.163794081
622,0.201812374,2.38E-10,9.72E-10,0.005119553,2.88E-05,1.85E-06,5.41E-08,1.04E-08,1.06E-08,9.74E-07,3.04E-07,1.28E-06,7.72E-09,2.57E-07,7.72E-09,0.007711032,positive,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,4.04,14,8015544,0.000569173,0.005623291,0.267484565,1.399116158,1.977331951,3.46E-09,0.001959232,0.237777778,cis-aconitic acid,Organic acids,0.163794081
623,0.394899134,2.91E-09,4.22E-09,0.027270841,5.73E-05,0.000371221,4.53E-05,7.81E-07,8.94E-07,0.000873845,0.000272599,0.001146443,2.50E-06,0.000692654,2.50E-06,0.060504326,positive,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,8.33,12,6632341,0.000163299,0.002102646,0.247473855,0.875808688,1.872678994,1.89E-08,0.004543378,0.237777778,cis-aconitic acid,Organic acids,0.163794081
1249,0.233034465,3.58E-10,1.18E-09,0.00693016,2.28E-05,1.28E-06,7.80E-10,4.21E-09,3.31E-09,3.98E-07,4.51E-08,4.43E-07,3.80E-09,9.30E-08,3.80E-09,0.007060474,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,2.73E-09,0.001563479,0.101904762,indole-3-acetic acid,Auxins,0.052557724
1255,0.485457004,2.15E-10,2.36E-10,0.005070921,3.67E-05,3.74E-07,2.67E-09,2.71E-09,1.01E-08,3.30E-07,3.74E-08,3.67E-07,3.13E-09,1.52E-07,3.13E-09,0.003940425,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,5.03E-05,0.007238338,0.283840831,1.662426368,1.268776278,1.07E-09,0.001404836,0.101904762,indole-3-acetic acid,Auxins,0.052557724
1260,0.454043814,7.02E-10,8.44E-10,0.009097158,6.54E-05,3.25E-06,1.30E-09,2.34E-08,3.63E-08,6.61E-07,7.50E-08,7.36E-07,1.69E-08,1.22E-07,1.69E-08,0.009779272,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,2.98E-05,0.007190364,0.276235383,1.552321204,1.643835616,2.61E-09,0.001575427,0.101904762,indole-3-acetic acid,Auxins,0.052557724
1264,0.097775689,2.74E-11,9.60E-10,0.015919563,5.82E-05,1.57E-07,1.71E-10,5.73E-10,1.12E-09,9.69E-08,1.10E-08,1.08E-07,7.71E-10,5.89E-08,7.71E-10,0.013144139,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,8.87E-06,0.003652758,0.301622692,1.861580257,1.51268153,8.64E-10,0.00132958,0.101904762,indole-3-acetic acid,Auxins,0.052557724
1276,0.160668915,2.02E-10,1.18E-09,0.006186437,6.19E-05,1.78E-06,2.10E-08,1.78E-08,1.26E-08,8.73E-07,9.91E-08,9.73E-07,5.14E-09,2.32E-07,5.14E-09,0.007046729,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,2.31E-09,0.001693315,0.101904762,indole-3-acetic acid,Auxins,0.052557724
1277,0.349630262,4.05E-10,7.55E-10,0.008043007,1.23E-05,2.50E-06,7.04E-09,3.82E-09,5.93E-09,8.54E-07,9.69E-08,9.51E-07,1.17E-08,2.80E-07,1.17E-08,0.005509161,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,0.96,8,6208105,0.000110284,0.001524297,0.434182184,2.431609475,1.643835616,2.30E-09,0.001656512,0.101904762,indole-3-acetic acid,Auxins,0.052557724
1284,0.391905026,1.57E-09,2.43E-09,0.01929743,3.39E-05,0.000998448,4.29E-08,1.76E-06,1.90E-06,0.002082881,0.00023634,0.002319221,4.28E-06,0.001709692,4.28E-06,0.014689356,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,6.48E-09,0.001486522,0.101904762,indole-3-acetic acid,Auxins,0.052557724
1366,0.394111109,4.89E-09,6.66E-09,0.042625819,0.000140158,0.00085576,7.48E-06,2.81E-06,2.21E-06,0.001558431,0.000141676,0.001700106,2.57E-06,0.000890169,2.57E-06,0.044058166,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,1.56E-08,0.003218862,0.083333333,jasmonic acid,Organic acids,0.251047297
1367,0.295479195,1.62E-10,4.46E-10,0.005185841,1.20E-05,2.82E-07,6.03E-10,6.52E-10,1.01E-09,1.95E-07,1.77E-08,2.13E-07,1.24E-09,7.84E-08,1.24E-09,0.00506668,undefined,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,2.78,8,5177578,2.23E-05,0.002308658,0.286429607,1.695966091,1.643835616,1.01E-09,0.001459138,0.083333333,jasmonic acid,Organic acids,0.251047297
1368,0.696342561,2.29E-09,9.73E-10,0.022567283,3.30E-05,0.000359106,0.000136,5.26E-07,1.96E-06,0.001892434,0.000172039,0.002064474,4.47E-06,0.001460257,4.47E-06,0.027125187,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,6.09,3,6972827,0.000238226,0.001464266,0.254229781,1.088478186,1.268776278,4.26E-09,0.002222437,0.083333333,jasmonic acid,Organic acids,0.251047297
1369,0.689705244,2.01E-09,8.91E-10,0.020341565,3.87E-05,0.000341504,0.000179927,6.50E-07,2.42E-06,0.00185331,0.000168483,0.002021793,4.24E-06,0.001540072,4.24E-06,0.023517196,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,0.000300641,0.001904107,0.255834623,1.132663739,1.268776278,3.80E-09,0.002170893,0.083333333,jasmonic acid,Organic acids,0.251047297
1370,0.695785261,2.23E-09,9.52E-10,0.022119953,3.73E-05,0.000373255,0.000115306,6.29E-07,2.34E-06,0.001926825,0.000175166,0.002101991,4.24E-06,0.001519995,4.24E-06,0.02429084,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,0.000196846,0.00168609,0.257942124,1.187556721,1.268776278,4.16E-09,0.002167076,0.083333333,jasmonic acid,Organic acids,0.251047297
1371,0.486973882,2.29E-09,2.38E-09,0.023201013,4.15E-05,0.000514159,9.05E-05,9.19E-07,1.21E-06,0.001340368,0.000121852,0.00146222,2.23E-06,0.000829296,2.23E-06,0.023212257,positive,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,2.43,10,7244804,0.00032562,0.0017874,0.295626127,1.801882877,1.762357889,5.97E-09,0.00268988,0.083333333,jasmonic acid,Organic acids,0.251047297
1372,0.705726001,3.38E-09,1.34E-09,0.031724419,0.000229632,0.000454246,3.25E-05,3.29E-06,1.22E-05,0.002204372,0.000200397,0.00240477,3.81E-06,0.001847143,3.81E-06,0.024892909,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,5.03E-05,0.007238338,0.283840831,1.662426368,1.268776278,6.10E-09,0.002245999,0.083333333,jasmonic acid,Organic acids,0.251047297
1375,0.631548756,4.24E-09,2.12E-09,0.036903155,7.87E-05,0.000540385,1.04E-05,1.15E-06,2.62E-06,0.001788576,0.000162598,0.001951174,4.29E-06,0.001530857,4.29E-06,0.051506913,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,6.24,5,4904121,1.73E-05,0.002132716,0.253618415,1.071066953,1.439874503,8.56E-09,0.002325667,0.083333333,jasmonic acid,Organic acids,0.251047297
1376,0.402581882,1.09E-10,3.48E-10,0.009880119,2.43E-05,2.10E-07,5.53E-09,5.17E-10,1.92E-09,3.02E-07,2.74E-08,3.29E-07,2.40E-09,1.68E-07,2.40E-09,0.011752939,positive,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,6.09,3,6067264,8.46E-05,0.002462653,0.254229781,1.088478186,1.268776278,6.49E-10,0.001456056,0.083333333,jasmonic acid,Organic acids,0.251047297
1377,0.550016306,4.64E-09,3.37E-09,0.04038197,0.000290361,0.000651652,1.42E-05,4.69E-06,7.28E-06,0.001697024,0.000154275,0.001851299,3.06E-06,0.00132516,3.06E-06,0.044240547,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,2.98E-05,0.007190364,0.276235383,1.552321204,1.643835616,1.07E-08,0.00273745,0.083333333,jasmonic acid,Organic acids,0.251047297
1378,0.489172544,1.44E-09,1.50E-09,0.015775353,6.08E-05,0.000595625,9.10E-06,2.29E-06,3.26E-06,0.001461435,0.000132858,0.001594292,2.48E-06,0.001087487,2.48E-06,0.01591451,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,2.72,9,5236918,2.43E-05,0.003851715,0.287819287,1.713242229,1.704336196,3.84E-09,0.001769939,0.083333333,jasmonic acid,Organic acids,0.251047297
1379,0.441666124,4.11E-10,5.20E-10,0.006463472,1.68E-05,5.75E-07,2.25E-10,1.49E-09,2.57E-09,2.13E-07,1.94E-08,2.33E-07,2.92E-09,5.73E-08,2.92E-09,0.006908605,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,3.6,7,4705879,1.08E-05,0.002592987,0.272466395,1.49028861,1.580239892,1.44E-09,0.001480932,0.083333333,jasmonic acid,Organic acids,0.251047297
1380,0.49368092,1.65E-09,1.69E-09,0.017834794,5.32E-05,0.000606111,7.21E-06,1.81E-06,2.57E-06,0.001482889,0.000134808,0.001617697,2.43E-06,0.001101005,2.43E-06,0.016515531,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,2.24,9,5093035,1.99E-05,0.002982621,0.301987954,1.865010579,1.704336196,4.34E-09,0.001807538,0.083333333,jasmonic acid,Organic acids,0.251047297
1381,0.567333072,1.85E-09,1.40E-09,0.019460547,7.11E-05,0.000617957,4.39E-06,2.26E-06,4.40E-06,0.001837615,0.000167056,0.002004671,3.01E-06,0.001501432,3.01E-06,0.016043481,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,8.87E-06,0.003652758,0.301622692,1.861580257,1.51268153,4.23E-09,0.001722534,0.083333333,jasmonic acid,Organic acids,0.251047297
1382,0.612213044,2.19E-09,1.31E-09,0.02121627,4.26E-05,0.000539929,4.65E-07,1.08E-06,2.47E-06,0.001773987,0.000161272,0.001935258,3.88E-06,0.00156728,3.88E-06,0.026055812,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,5.26,5,3223982,7.71E-07,0.002008287,0.258279697,1.196038209,1.439874503,4.60E-09,0.001613503,0.083333333,jasmonic acid,Organic acids,0.251047297
1383,0.55350859,2.79E-10,2.34E-10,0.005530162,1.51E-05,2.51E-07,3.52E-10,6.86E-10,2.55E-09,1.80E-07,1.63E-08,1.96E-07,2.31E-09,7.31E-08,2.31E-09,0.004945109,undefined,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,3.88,3,4829548,1.31E-05,0.002732841,0.269155142,1.430956861,1.268776278,9.40E-10,0.0014391,0.083333333,jasmonic acid,Organic acids,0.251047297
1384,0.509321367,3.24E-10,3.18E-10,0.005706063,1.37E-05,1.16E-06,8.13E-09,2.80E-09,7.80E-09,5.54E-07,5.03E-08,6.04E-07,9.30E-09,1.90E-07,9.30E-09,0.006185548,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,4.7,4,6306952,0.000113467,0.002408548,0.261873106,1.281439027,1.359773371,1.09E-09,0.001539658,0.083333333,jasmonic acid,Organic acids,0.251047297
1385,0.402309876,1.51E-10,4.38E-10,0.009398726,2.62E-05,3.22E-07,5.28E-09,8.99E-10,2.50E-09,3.44E-07,3.12E-08,3.75E-07,2.65E-09,1.63E-07,2.65E-09,0.010561072,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,5.01,4,6069513,8.51E-05,0.002789973,0.259778595,1.232718085,1.359773371,7.78E-10,0.001477614,0.083333333,jasmonic acid,Organic acids,0.251047297
1387,0.548833765,1.33E-09,1.09E-09,0.015193632,4.69E-05,0.000623803,7.12E-07,1.93E-06,3.75E-06,0.001850263,0.000168206,0.002018469,2.98E-06,0.000645968,2.98E-06,0.011494869,undefined,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,1.82,6,4034872,3.58E-06,0.003085924,0.321573906,2.021099712,1.51268153,3.27E-09,0.001587429,0.083333333,jasmonic acid,Organic acids,0.251047297
1389,0.465741663,7.63E-10,8.75E-10,0.009528331,1.62E-05,9.96E-06,4.26E-08,1.69E-08,2.62E-08,2.02E-06,1.83E-07,2.20E-06,6.34E-08,3.34E-07,6.34E-08,0.012053545,positive,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,4.36,8,7485871,0.000341132,0.001696574,0.264536854,1.339486862,1.643835616,2.27E-09,0.001791726,0.083333333,jasmonic acid,Organic acids,0.251047297
1390,0.4950156,7.80E-10,7.95E-10,0.009728793,1.35E-05,7.07E-06,1.35E-08,9.79E-09,1.69E-08,1.48E-06,1.35E-07,1.62E-06,4.33E-08,2.58E-07,4.33E-08,0.01085456,positive,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,3.83,7,6657122,0.000142938,0.001384077,0.269708105,1.441204817,1.580239892,2.20E-09,0.00170337,0.083333333,jasmonic acid,Organic acids,0.251047297
1391,0.392965615,5.79E-10,8.95E-10,0.007765129,2.27E-05,1.68E-06,2.01E-10,4.91E-09,5.63E-09,2.86E-07,2.60E-08,3.12E-07,9.13E-09,5.00E-08,9.13E-09,0.013784557,undefined,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,6.28,12,4684622,1.03E-05,0.002923702,0.253460556,1.066517473,1.872678994,2.06E-09,0.001532961,0.083333333,jasmonic acid,Organic acids,0.251047297
1393,0.322663532,1.42E-09,2.97E-09,0.016280936,0.000162809,0.000504249,4.31E-05,5.04E-06,3.57E-06,0.000923626,8.40E-05,0.001007592,1.50E-06,0.000474499,1.50E-06,0.018387698,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,5.67E-09,0.002492602,0.083333333,jasmonic acid,Organic acids,0.251047297
1394,0.556631413,9.08E-09,6.14E-09,0.07493631,0.000114225,0.001014831,4.27E-05,1.55E-06,2.40E-06,0.002671014,0.000242819,0.002913834,4.83E-06,0.001695407,4.83E-06,0.052396331,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,0.96,8,6208105,0.000110284,0.001524297,0.434182184,2.431609475,1.643835616,2.07E-08,0.005182876,0.083333333,jasmonic acid,Organic acids,0.251047297
1395,0.693331913,2.88E-09,1.23E-09,0.027408434,5.09E-05,0.000267344,0.000426808,4.97E-07,1.85E-06,0.001847934,0.000167994,0.002015929,4.76E-06,0.001381952,4.76E-06,0.037162111,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,7.05,3,8179139,0.000779474,0.001857236,0.250785955,0.985893885,1.268776278,5.34E-09,0.002772186,0.083333333,jasmonic acid,Organic acids,0.251047297
1396,0.411815738,4.50E-10,6.44E-10,0.006582107,1.38E-05,2.68E-06,1.18E-08,5.62E-09,7.98E-09,8.17E-07,7.43E-08,8.91E-07,1.77E-08,1.80E-07,1.77E-08,0.012155699,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,7.49,9,6646877,0.000166234,0.002098048,0.249514533,0.945063193,1.704336196,1.61E-09,0.0016539,0.083333333,jasmonic acid,Organic acids,0.251047297
1399,0.667484037,9.38E-10,4.67E-10,0.010982465,4.47E-05,3.29E-07,6.67E-12,1.34E-09,4.98E-09,2.46E-07,2.24E-08,2.69E-07,7.48E-09,4.46E-08,7.48E-09,0.013283738,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,6.3,3,2934896,3.83E-07,0.004072804,0.253382415,1.064257172,1.268776278,1.99E-09,0.001447643,0.083333333,jasmonic acid,Organic acids,0.251047297
1400,0.702974239,2.31E-09,9.21E-10,0.022258802,4.58E-05,0.000421193,1.98E-07,8.66E-07,3.22E-06,0.001996212,0.000181474,0.002177686,5.02E-06,0.00192231,5.02E-06,0.028571776,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,6.78,3,2785891,2.60E-07,0.002055932,0.25165153,1.012740988,1.268776278,4.26E-09,0.00154154,0.083333333,jasmonic acid,Organic acids,0.251047297
1401,0.48292986,1.19E-08,9.04E-09,0.090873432,0.000159761,0.001318419,6.20E-08,2.32E-06,2.50E-06,0.002753382,0.000250307,0.003003689,5.69E-06,0.002467555,5.69E-06,0.071183967,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,3.17E-08,0.002547478,0.083333333,jasmonic acid,Organic acids,0.251047297
1402,0.256141272,2.39E-10,7.22E-10,0.005120447,2.88E-05,1.97E-06,5.41E-08,1.11E-08,1.13E-08,9.74E-07,8.86E-08,1.06E-06,8.24E-09,2.57E-07,8.24E-09,0.007712313,positive,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,4.04,14,8015544,0.000569173,0.005623291,0.267484565,1.399116158,1.977331951,1.44E-09,0.001665285,0.083333333,jasmonic acid,Organic acids,0.251047297
1403,0.478730609,2.91E-09,2.95E-09,0.02686515,5.65E-05,0.000556124,6.19E-05,1.17E-06,1.34E-06,0.001289182,0.000117198,0.001406381,3.69E-06,0.000945914,3.69E-06,0.059578983,positive,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,8.33,12,6632341,0.000163299,0.002102646,0.247473855,0.875808688,1.872678994,7.85E-09,0.002820845,0.083333333,jasmonic acid,Organic acids,0.251047297
1678,0.273654032,4.86E-09,1.19E-08,0.044009392,0.000144708,0.00039774,3.31E-06,1.31E-06,1.03E-06,0.000722747,0.000400694,0.001123441,1.19E-06,0.000394621,1.19E-06,0.045515879,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,8.89E-08,0.008649673,0.356666667,lactic acid,Organic acids,0.074044623
1679,0.176368546,1.62E-10,8.17E-10,0.005186409,1.20E-05,2.46E-07,6.03E-10,5.68E-10,8.82E-10,1.95E-07,1.08E-07,3.03E-07,1.08E-09,7.84E-08,1.08E-09,0.005067235,undefined,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,2.78,8,5177578,2.23E-05,0.002308658,0.286429607,1.695966091,1.643835616,5.78E-09,0.001419126,0.356666667,lactic acid,Organic acids,0.074044623
1680,0.476117688,2.29E-09,2.47E-09,0.022668237,3.32E-05,0.000156807,7.10E-05,2.30E-07,8.54E-07,0.000867202,0.000480781,0.001347983,2.05E-06,0.00076466,2.05E-06,0.027248067,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,6.09,3,6972827,0.000238226,0.001464266,0.254229781,1.088478186,1.268776278,2.43E-08,0.004555452,0.356666667,lactic acid,Organic acids,0.074044623
1681,0.469908162,2.01E-09,2.24E-09,0.020384969,3.88E-05,0.000145379,8.10E-05,2.77E-07,1.03E-06,0.000777863,0.00043125,0.001209114,1.78E-06,0.000695222,1.78E-06,0.023567701,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,0.000300641,0.001904107,0.255834623,1.132663739,1.268776278,2.17E-08,0.004343664,0.356666667,lactic acid,Organic acids,0.074044623
1682,0.475228059,2.23E-09,2.42E-09,0.022289719,3.76E-05,0.000165741,6.12E-05,2.79E-07,1.04E-06,0.000888923,0.000492823,0.001381746,1.95E-06,0.000809051,1.95E-06,0.024479537,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,0.000196846,0.00168609,0.257942124,1.187556721,1.268776278,2.37E-08,0.004327981,0.356666667,lactic acid,Organic acids,0.074044623
