isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,cytidine,Nucleotides,0.36556471422397474,0.040798144634137064,4.512899540626242e-9,7.181802683536189e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,cytidine,Nucleotides,0.4451387017132369,0.010864508642006386,8.871496928326889e-10,1.1058264707681142e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,cytidine,Nucleotides,NaN,0.012949764960587444,NaN,4.4484558120233957e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,cytidine,Nucleotides,NaN,0.014039796462884157,NaN,4.906992720859712e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,cytidine,Nucleotides,NaN,0.002659137233156161,NaN,1.1297625098747003e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,cytidine,Nucleotides,0.38711255054692434,0.009570606020292964,7.326789977468935e-10,1.1600103277572042e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,cytidine,Nucleotides,0.6382768683265897,0.019071454267648825,1.8131896382959112e-9,1.0231843436365429e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,cytidine,Nucleotides,0.4397671494047496,0.010536360084900331,8.432140526921721e-10,1.0741976870403082e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,cytidine,Nucleotides,0.4735809347144413,0.007123606685860713,4.849574521292547e-10,5.394456530031483e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,cytidine,Nucleotides,NaN,0.01132845268242525,NaN,6.100531972134297e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,cytidine,Nucleotides,NaN,0.006720045477411742,NaN,2.180697087685293e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,cytidine,Nucleotides,0.4293955013267531,0.009095191793846111,7.015862018237476e-10,9.32312702933816e-10
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,cytidine,Nucleotides,0.4172979913954236,0.009921066754533671,7.805132684681647e-10,1.0898873933593775e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,cytidine,Nucleotides,0.48399133591946086,0.012835816812138563,1.1224189166590846e-9,1.1966818517734564e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,cytidine,Nucleotides,0.4586428350508104,0.017818839901317756,1.6520551607197552e-9,1.9422897531806466e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,cytidine,Nucleotides,0.47500591504161915,0.009869069959182294,7.59160167439388e-10,8.390566936454084e-10
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,cytidine,Nucleotides,NaN,0.00033020399981925744,NaN,1.6287760212084284e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,cytidine,Nucleotides,0.49815294749118755,0.00552965919580996,2.7901155356967573e-10,2.8998082142297864e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,cytidine,Nucleotides,NaN,0.014589693224457991,NaN,6.54372208702529e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,cytidine,Nucleotides,NaN,0.01131271156854837,NaN,5.032540936394695e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,cytidine,Nucleotides,NaN,0.015482000567797128,NaN,5.317790718488854e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,cytidine,Nucleotides,0.5181575569101806,0.01764237146599498,1.6098349791551825e-9,1.4913753048819646e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,cytidine,Nucleotides,NaN,0.008113154186769151,NaN,7.882726354946394e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,cytidine,Nucleotides,0.4192735988693506,0.008647546879718849,6.649097183017657e-10,9.209631469018931e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,cytidine,Nucleotides,0.47564439224181093,0.011889074582519752,1.0200679478230833e-9,1.1245685591961936e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,cytidine,Nucleotides,0.223721127399734,0.006850361748879482,1.4793120582737207e-10,7.943724235136839e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,cytidine,Nucleotides,0.4845809416138014,0.007299204482133289,5.184881862492717e-10,5.515836345055011e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,cytidine,Nucleotides,0.1511065624577185,0.006185172926314246,2.0137291839701703e-10,1.258072929818199e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,cytidine,Nucleotides,0.5158313464154802,0.0677804148665371,7.802921642520561e-9,6.576577621495088e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,cytidine,Nucleotides,NaN,0.002292377251922201,NaN,1.647850409045685e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,cytidine,Nucleotides,NaN,0.0031557419456434595,NaN,2.800921460578558e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,cytidine,Nucleotides,NaN,0.013661296874347537,NaN,4.709021803747561e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,cytidine,Nucleotides,NaN,0.007781117817388004,NaN,2.636582080675766e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,cytidine,Nucleotides,0.5273646187806288,0.005652404314632983,3.2911460842742266e-10,2.98884431245141e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,cytidine,Nucleotides,NaN,0.0016866067947379942,NaN,5.0424158854124775e-11
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,cytidine,Nucleotides,0.44571018345862934,0.07639243010706347,9.868819327460376e-9,8.39889759681264e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,cytidine,Nucleotides,0.2345486909564602,0.005119582569168702,2.3844618222366857e-10,8.073798366299335e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,cytidine,Nucleotides,NaN,0.014009333881684653,NaN,1.4078993635252234e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,rhamnose,Sugars,0.6292225559382061,0.022554795837133657,2.3219606636593488e-9,1.3115075876953739e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,rhamnose,Sugars,0.3992250658564097,0.10815749571214232,1.9959955005057756e-8,1.4701445834771412e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,rhamnose,Sugars,0.5033137071896921,0.04805039951925869,5.797667502497104e-9,4.686600398390531e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,rhamnose,Sugars,0.5971505826918649,0.012903433391183017,1.1511075462929018e-9,7.762641535463904e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,rhamnose,Sugars,0.6219861743499314,0.02056107126970539,2.045081603214105e-9,1.2191512179284299e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,rhamnose,Sugars,0.6141968068715222,0.016838263135116452,1.5932731643656906e-9,9.962545625713069e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,rhamnose,Sugars,0.4929581741199097,0.09509252512663932,1.459580477897968e-8,9.176757787732186e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,rhamnose,Sugars,0.653884379670554,0.06313536295354738,7.914994822517367e-9,3.069407811751572e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,rhamnose,Sugars,0.5278340731202582,0.10567641154178059,1.609233790432562e-8,7.131116351938572e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,rhamnose,Sugars,0.5904319815613215,0.08483429939272263,1.2009118691348511e-8,4.103412567210927e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,rhamnose,Sugars,0.5102697979406722,0.01044571443683081,8.774887709288631e-10,8.421688577131903e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,rhamnose,Sugars,0.6533902927831672,0.04823386146352156,5.752167446683005e-9,2.405188536729106e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,rhamnose,Sugars,0.5124769644745242,0.062076534846213456,8.378217103727686e-9,5.294531855703401e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,rhamnose,Sugars,0.497457159612398,0.06953903581450535,9.554128352078845e-9,6.193640677718878e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,rhamnose,Sugars,0.527479077230816,0.05309109316863203,6.426885560285486e-9,4.5738405340084115e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,rhamnose,Sugars,0.5065728077436908,0.09583137532897618,1.4273438784571023e-8,7.711300558172569e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,rhamnose,Sugars,0.5601490601000838,0.08336363598234371,1.2086375694351225e-8,4.9280755216679966e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,rhamnose,Sugars,0.5524001997547024,0.021053135244786702,2.190352186798053e-9,1.6502141955821538e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,rhamnose,Sugars,0.6584538348032873,0.0635454382491567,8.69596143445265e-9,2.1008038949534017e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,rhamnose,Sugars,0.6145925082561778,0.05976178337866181,7.51111191123049e-9,3.4587571977842678e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,rhamnose,Sugars,0.6144102654211062,0.055886578332558945,7.227084533506806e-9,3.0144758706323388e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,rhamnose,Sugars,0.6561185312142258,0.06017256047309234,7.575429060724054e-9,2.875271596287342e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,rhamnose,Sugars,0.5684614139103079,0.11751586610440629,1.8080686212408216e-8,6.373329497705386e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,rhamnose,Sugars,0.48169989614547415,0.05548654340573623,8.257623833129883e-9,5.213435607298875e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,rhamnose,Sugars,0.4990215346705066,0.04095693414760757,4.560445854591813e-9,4.263072785650163e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,rhamnose,Sugars,0.5130467617720709,0.03378004229982236,3.6160157917140036e-9,3.2808760641225554e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,rhamnose,Sugars,0.4451986849374415,0.038442051522412375,4.581347033015981e-9,4.579751162489914e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,rhamnose,Sugars,0.5724646669233022,0.0404139048257679,4.746931602194623e-9,2.8583479271998566e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,rhamnose,Sugars,0.425083517961962,0.11375567839338607,4.1726915779273074e-8,1.626361291676714e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,rhamnose,Sugars,0.5143374297037757,0.10264459034860263,1.3523961226304658e-8,9.767404506699527e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,rhamnose,Sugars,0.5662253106275995,0.011566332402683838,1.0056741124244352e-9,7.703515326887425e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,rhamnose,Sugars,0.44303074410420756,0.014499413028616478,1.336096633751435e-9,1.6772097291945768e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,rhamnose,Sugars,0.6527343043478167,0.04762647701160404,5.802795369609062e-9,2.263764854669276e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,rhamnose,Sugars,0.6584272625019676,0.06463979589747193,8.418300062957866e-9,2.67250079864741e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,rhamnose,Sugars,0.6553278987601064,0.049574321950874814,6.1372017640546055e-9,1.6689162101618945e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,rhamnose,Sugars,0.640501224284454,0.02648160907506327,2.9423407812552935e-9,1.3550036772572341e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,rhamnose,Sugars,0.4710451711006498,0.18305924854443717,3.024496415769792e-8,1.657864314616103e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,rhamnose,Sugars,0.43152898109660387,0.058360837205129586,8.01319269346654e-9,7.562697831844393e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,rhamnose,Sugars,0.3933294582292607,0.012625454165451954,1.127991709580321e-9,1.7388829577976935e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,deoxyguanosine,Nucleotides,NaN,0.011913071652200442,NaN,4.303387411695542e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,deoxyguanosine,Nucleotides,0.3655678345153244,0.041054055486332605,4.513284859200594e-9,7.23267336847961e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,deoxyguanosine,Nucleotides,0.4451368117381861,0.010864286963880669,8.871245806728379e-10,1.1058041612914347e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,deoxyguanosine,Nucleotides,NaN,0.01294970544251866,NaN,4.448424167309602e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,deoxyguanosine,Nucleotides,NaN,0.014039722623089088,NaN,4.906954860121068e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,deoxyguanosine,Nucleotides,NaN,0.0026591171381979005,NaN,1.1297517727113538e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,deoxyguanosine,Nucleotides,0.38711273702957316,0.009570621082554768,7.326807026351144e-10,1.1600120729336295e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,deoxyguanosine,Nucleotides,0.6382768164723224,0.019071377482496578,1.8131869047794647e-9,1.023180243573144e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,deoxyguanosine,Nucleotides,0.4397644817087317,0.010536075205787001,8.431822863926604e-10,1.0741688936981136e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,deoxyguanosine,Nucleotides,0.4735757449392378,0.007123375723796696,4.849317194381451e-10,5.39428277639202e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,deoxyguanosine,Nucleotides,NaN,0.011328372595040399,NaN,6.100470926126672e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,deoxyguanosine,Nucleotides,NaN,0.006720029121263318,NaN,2.1806883585888645e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,deoxyguanosine,Nucleotides,0.429393277254167,0.009095010690626919,7.015660036128989e-10,9.322943629374131e-10
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,deoxyguanosine,Nucleotides,0.41729579676444095,0.009920857086184447,7.804898609508049e-10,1.0898646160586334e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,deoxyguanosine,Nucleotides,0.48398982146512115,0.012835544737192936,1.1223877760451377e-9,1.196656807538322e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,deoxyguanosine,Nucleotides,0.4586425313866257,0.01781855390512941,1.6520431232282126e-9,1.9422588898743133e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,deoxyguanosine,Nucleotides,0.4750028228656029,0.009868801394814719,7.591302419076283e-10,8.390340356937467e-10
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,deoxyguanosine,Nucleotides,NaN,0.00033020399981925744,NaN,1.6287760212084284e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,deoxyguanosine,Nucleotides,0.4981433222189243,0.00552947574764503,2.789911023393756e-10,2.8997104990865755e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,deoxyguanosine,Nucleotides,NaN,0.014589607112321289,NaN,6.543665694324237e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,deoxyguanosine,Nucleotides,NaN,0.011312640932952152,NaN,5.032496299739239e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,deoxyguanosine,Nucleotides,NaN,0.015481929188673815,NaN,5.317753073491771e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,deoxyguanosine,Nucleotides,0.5181563598660285,0.017641116213611467,1.6097557509379239e-9,1.4912695959418265e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,deoxyguanosine,Nucleotides,NaN,0.008113082771870596,NaN,7.88264253528942e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,deoxyguanosine,Nucleotides,0.41927233924514634,0.008647458332853863,6.648997865534841e-10,9.209542484263012e-10
